Date,Profit
2008-03-20,21280.0
2008-03-24,22106.0
2008-03-25,23527.0
2008-03-26,23708.0
2008-03-27,23055.0
2008-03-28,22745.0
2008-03-31,23261.0
2008-04-01,25068.0
2008-04-02,25657.0
2008-04-03,26468.0
2008-04-04,26739.0
2008-04-07,26469.0
2008-04-08,26833.0
2008-04-09,25770.0
2008-04-10,25820.0
2008-04-11,24878.0
2008-04-14,24446.0
2008-04-15,24911.0
2008-04-16,26445.0
2008-04-17,26845.0
2008-04-18,27216.0
2008-04-22,27706.0
2008-04-23,27241.0
2008-04-24,26869.0
2008-04-25,27480.0
2008-04-28,27971.0
2008-04-29,26119.0
2008-04-30,30161.0
2008-05-02,31659.0
2008-05-05,32468.0
2008-05-06,32488.0
2008-05-07,31311.0
2008-05-08,32015.0
2008-05-09,31939.0
2008-05-12,32709.0
2008-05-13,32796.0
2008-05-14,32320.0
2008-05-15,33785.0
2008-05-16,35060.0
2008-05-19,35732.0
2008-05-20,35810.0
2008-05-21,34588.0
2008-05-23,33745.0
2008-05-26,33745.0
2008-05-27,33108.0
2008-05-28,35269.0
2008-05-29,33914.0
2008-05-30,34709.0
2008-06-02,34013.0
2008-06-03,32128.0
2008-06-04,30789.0
2008-06-05,33351.0
2008-06-06,31902.0
2008-06-09,31397.0
2008-06-10,31397.0
2008-06-11,31397.0
2008-06-12,31397.0
2008-06-13,31279.0
2008-06-16,31360.0
2008-06-17,32513.0
2008-06-18,31165.0
2008-06-19,30665.0
2008-06-20,28689.0
2008-06-23,28689.0
2008-06-24,28217.0
2008-06-25,29902.0
2008-06-26,27996.0
2008-06-27,28370.0
2008-06-30,29067.0
2008-07-01,27445.0
2008-07-02,25155.0
2008-07-03,23322.0
2008-07-04,23322.0
2008-07-07,23045.0
2008-07-08,23493.0
2008-07-10,24210.0
2008-07-11,24105.0
2008-07-14,24678.0
2008-07-15,24972.0
2008-07-16,26013.0
2008-07-17,24066.0
2008-07-18,23945.0
2008-07-21,24729.0
2008-07-22,23604.0
2008-07-23,23378.0
2008-07-24,21391.0
2008-07-25,21391.0
2008-07-28,21391.0
2008-07-29,22565.0
2008-07-30,24520.0
2008-07-31,24027.0
2008-08-01,22152.0
2008-08-04,22152.0
2008-08-05,22152.0
2008-08-06,23223.0
2008-08-07,22699.0
2008-08-08,22265.0
2008-08-11,22265.0
2008-08-12,22265.0
2008-08-13,22265.0
2008-08-14,22830.0
2008-08-15,21936.0
2008-08-18,21019.0
2008-08-19,21019.0
2008-08-20,22757.0
2008-08-21,23315.0
2008-08-22,23230.0
2008-08-25,21857.0
2008-08-26,21857.0
2008-08-27,21857.0
2008-08-28,22720.0
2008-08-29,22018.0
2008-09-01,21500.0
2008-09-02,20742.0
2008-09-03,20742.0
2008-09-04,20742.0
2008-09-05,20742.0
2008-09-08,19520.0
2008-09-09,19520.0
2008-09-10,20718.0
2008-09-11,22355.0
2008-09-12,23478.0
2008-09-15,19501.0
2008-09-16,20314.0
2008-09-17,16994.0
2008-09-18,19508.0
2008-09-19,24140.0
2008-09-22,22626.0
2008-09-23,20678.0
2008-09-24,20928.0
2008-09-25,22913.0
2008-09-26,21868.0
2008-09-29,17113.0
2008-09-30,20626.0
2008-10-01,20626.0
2008-10-02,16972.0
2008-10-03,15344.0
2008-10-06,12928.0
2008-10-07,12928.0
2008-10-08,12928.0
2008-10-09,12928.0
2008-10-10,12928.0
2008-10-13,12928.0
2008-10-14,13668.0
2008-10-15,8932.0
2008-10-16,8541.0
2008-10-17,8541.0
2008-10-20,8541.0
